Level,LamaBekerja,PendidikanTerakhir,Sanksi,Kinerja,Loyalitas,HAV,Konfirmasi Atasan, Bonus 
13,98,S1,Tidak Aktif,4.35,3,4,4,Tidak Layak
13,98,S1,Tidak Aktif,3.55,2.77,4,4,Tidak Layak
12,98,S1,Tidak Aktif,3.64,3.31,4,4,Tidak Layak
10,98,SMA,Tidak Aktif,4.14,4,4,4,Tidak Layak
14,98,S1,Tidak Aktif,3.16,2.92,4,4,Tidak Layak
11,98,D3,Tidak Aktif,2.73,3.15,4,4,Tidak Layak
10,98,S1,Tidak Aktif,3.47,3.54,4,4,Tidak Layak
11,98,S2,Tidak Aktif,4.18,3.92,4,4,Tidak Layak
11,98,D3,Tidak Aktif,2.4,3,4,4,Tidak Layak
12,98,SMA,Tidak Aktif,4.11,2.85,4,4,Tidak Layak
10,98,D3,Tidak Aktif,2.71,2.85,4,4,Tidak Layak
12,98,S1,Tidak Aktif,3.55,3.54,4,4,Tidak Layak
12,97,D3,Tidak Aktif,4.33,3,4,4,Tidak Layak
11,97,SMA,Tidak Aktif,3.92,3.85,4,4,Tidak Layak
10,97,S1, Aktif,2.96,4,4,4,Tidak Layak
11,97,S1,Tidak Aktif,4.5,3.23,4,4,Tidak Layak
10,97,S1,Tidak Aktif,4.39,2.08,4,4,Tidak Layak
11,97,S1,Tidak Aktif,4.05,3,4,4,Tidak Layak
14,97,S1,Tidak Aktif,3.13,3,4,4,Tidak Layak
10,96,SMA,Tidak Aktif,3.43,3.62,4,4,Tidak Layak
11,97,S1,Tidak Aktif,4.29,3.46,4,4,Tidak Layak
11,97,S1, Aktif,3.41,3,4,4,Tidak Layak
11,96,D4 ,Tidak Aktif,3.03,3.69,4,4,Tidak Layak
10,96,SMA, Aktif,3.04,3,4,4,Tidak Layak
11,96,SMA,Tidak Aktif,2.47,3.54,4,4,Tidak Layak
14,96,S1,Tidak Aktif,3.68,2.92,4,4,Tidak Layak
10,96,D3,Tidak Aktif,3.63,3.31,4,4,Tidak Layak
12,96,S1,Tidak Aktif,4.11,3,4,4,Tidak Layak
10,96,S1,Tidak Aktif,2.87,3,4,4,Tidak Layak
11,96,SMA,Tidak Aktif,2.74,3,4,4,Tidak Layak
11,96,SMA,Tidak Aktif,4.41,3,4,4,Tidak Layak
13,96,SMA,Tidak Aktif,3.64,3.62,4,4,Tidak Layak
12,96,S1,Tidak Aktif,4.24,3.77,4,4,Tidak Layak
15,96,S1,Tidak Aktif,2.85,3.23,4,4,Tidak Layak
16,96,S1,Tidak Aktif,4.05,3.62,4,4,Tidak Layak
13,94,D3,Tidak Aktif,3.81,3.92,4,4,Tidak Layak
12,93,SMA,Tidak Aktif,3.31,2.54,4,4,Tidak Layak
11,92,S1, Aktif,4.32,2.46,4,4,Tidak Layak
10,92,S1,Tidak Aktif,3.9,3.31,4,4,Tidak Layak
12,92,S1,Tidak Aktif,3.27,2.77,4,4,Tidak Layak
14,90,S1,Tidak Aktif,3,2.92,4,4,Tidak Layak
14,91,S1,Tidak Aktif,4.11,3.31,4,4,Tidak Layak
16,90,S1,Tidak Aktif,2.78,3.31,4,4,Tidak Layak
11,94,S1, Aktif,4.23,3.08,4,4,Tidak Layak
11,95,S1,Tidak Aktif,3.33,3,4,4,Tidak Layak
10,95,SMA,Tidak Aktif,3.8,2.85,4,4,Tidak Layak
11,94,S1,Tidak Aktif,3.65,3.62,4,4,Tidak Layak
10,95,S1,Tidak Aktif,3.95,3.08,4,4,Tidak Layak
15,88,S1,Tidak Aktif,3.58,3,4,4,Tidak Layak
11,94,SMK,Tidak Aktif,3.76,3,4,4,Tidak Layak
10,88,S1,Tidak Aktif,3.92,3.38,4,4,Tidak Layak
10,93,S1,Tidak Aktif,4.49,3,4,4,Tidak Layak
11,95,S1,Tidak Aktif,3.24,4,4,4,Tidak Layak
11,94,SMA,Tidak Aktif,4.31,3.92,4,4,Tidak Layak
14,88,S1,Tidak Aktif,3.32,2.62,4,4,Tidak Layak
14,90,S1, Aktif,3.56,3,4,4,Tidak Layak
12,96,SMK,Tidak Aktif,3.3,3.31,4,4,Tidak Layak
12,94,D3,Tidak Aktif,3.5,3.23,4,4,Tidak Layak
11,94,S1,Tidak Aktif,3.9,3,4,4,Tidak Layak
11,95,SMA, Aktif,3.47,3.15,4,4,Tidak Layak
10,94,S1,Tidak Aktif,4.11,3.54,4,4,Tidak Layak
11,89,S1,Tidak Aktif,3.96,2.69,4,4,Tidak Layak
10,94,SMA,Tidak Aktif,3.9,2.92,4,4,Tidak Layak
12,94,S1,Tidak Aktif,3.03,3,4,4,Tidak Layak
11,89,S1,Tidak Aktif,4.11,2.77,4,4,Tidak Layak
10,93,S1,Tidak Aktif,3.64,3.08,4,4,Tidak Layak
10,94,S1,Tidak Aktif,3.45,3,4,4,Tidak Layak
11,90,D1 ,Tidak Aktif,4.15,3,4,4,Tidak Layak
12,94,S1,Tidak Aktif,3.77,3,4,4,Tidak Layak
11,93,D3,Tidak Aktif,3.36,3,4,4,Tidak Layak
12,93,SMA,Tidak Aktif,2.9,2.92,4,4,Tidak Layak
11,87,S1,Tidak Aktif,3.07,2.54,8,4,Tidak Layak
10,94,SMK,Tidak Aktif,3.82,3,4,4,Tidak Layak
12,94,S1,Tidak Aktif,2.93,3.77,4,4,Tidak Layak
10,94,S1,Tidak Aktif,3.92,3.69,4,4,Tidak Layak
12,94,S1,Tidak Aktif,3.67,3,4,4,Tidak Layak
12,95,S1,Tidak Aktif,2.46,3,4,4,Tidak Layak
12,87,S1,Tidak Aktif,3.5,2.62,4,4,Tidak Layak
14,92,S1,Tidak Aktif,3.46,4,4,4,Tidak Layak
12,94,S1,Tidak Aktif,3.87,3.38,4,4,Tidak Layak
14,86,S1,Tidak Aktif,2.96,3.31,4,4,Tidak Layak
10,93,S1,Tidak Aktif,4.1,3.08,4,4,Tidak Layak
12,92,SMA,Tidak Aktif,2.54,3.31,4,4,Tidak Layak
13,90,S1,Tidak Aktif,4.25,3,4,4,Tidak Layak
12,92,D3,Tidak Aktif,4.29,3.23,4,4,Tidak Layak
14,86,S1,Tidak Aktif,2.97,2.69,4,4,Tidak Layak
12,90,S1,Tidak Aktif,4.02,4,4,4,Tidak Layak
11,90,SMA,Tidak Aktif,3.71,3.69,4,4,Tidak Layak
10,109,S1, Aktif,4.14,3,4,4,Tidak Layak
10,92,S1,Tidak Aktif,3.41,2.92,4,4,Tidak Layak
12,92,S1,Tidak Aktif,3.7,3.15,4,4,Tidak Layak
12,91,SMA,Tidak Aktif,3.56,2.92,4,4,Tidak Layak
11,91,SMK,Tidak Aktif,2.85,3,4,4,Tidak Layak
13,91,S1,Tidak Aktif,2.97,3.85,4,4,Tidak Layak
13,90,S1,Tidak Aktif,4.06,3,4,4,Tidak Layak
12,92,S1,Tidak Aktif,4.19,3.31,4,4,Tidak Layak
11,91,SMA,Tidak Aktif,2.6,3,4,4,Tidak Layak
12,91,S1,Tidak Aktif,3.96,3,4,4,Tidak Layak
12,91,SMA,Tidak Aktif,3.75,3.31,4,4,Tidak Layak
10,91,S1,Tidak Aktif,3.64,3.23,4,4,Tidak Layak
12,92,S1,Tidak Aktif,4.11,2.92,4,4,Tidak Layak
12,89,SMK,Tidak Aktif,3.69,3.23,4,4,Tidak Layak
12,91,SMA,Tidak Aktif,3.76,3.77,4,4,Tidak Layak
14,88,S1,Tidak Aktif,3.51,3,4,4,Tidak Layak
11,91,S1,Tidak Aktif,2.65,3,4,4,Tidak Layak
12,89,D3,Tidak Aktif,4.28,3,4,4,Tidak Layak
12,90,S1,Tidak Aktif,4.25,4,4,4,Tidak Layak
10,91,SMA, Aktif,2.85,3,4,4,Tidak Layak
10,90,SMA,Tidak Aktif,2.36,3,4,4,Tidak Layak
14,91,SMA,Tidak Aktif,2.88,2.77,4,4,Tidak Layak
10,90,SMA,Tidak Aktif,3.25,3.38,4,4,Tidak Layak
10,91,SMA,Tidak Aktif,3.28,3,4,4,Tidak Layak
15,84,S1,Tidak Aktif,3.49,2.92,2,4,Tidak Layak
15,84,S1,Tidak Aktif,2.67,3.31,4,4,Tidak Layak
14,93,S1,Tidak Aktif,3.5,3.23,4,4,Tidak Layak
10,90,S1,Tidak Aktif,4.04,3,4,4,Tidak Layak
10,93,S1,Tidak Aktif,4.31,3,4,4,Tidak Layak
11,90,S1,Tidak Aktif,3.89,3,4,4,Tidak Layak
12,83,S1,Tidak Aktif,3.31,3.08,4,4,Tidak Layak
10,89,S1,Tidak Aktif,3.42,3.08,4,4,Tidak Layak
11,95,SMA,Tidak Aktif,2.04,2.62,4,4,Tidak Layak
14,87,S1,Tidak Aktif,2.76,3.31,4,4,Tidak Layak
13,91,S1,Tidak Aktif,3.34,3.08,4,4,Tidak Layak
12,95,S1,Tidak Aktif,3.58,3,4,4,Tidak Layak
11,83,S1,Tidak Aktif,3.75,3,8,4,Tidak Layak
11,91,SMK,Tidak Aktif,3.95,3.31,4,4,Tidak Layak
12,90,SMK,Tidak Aktif,3.72,2.85,4,4,Tidak Layak
10,89,S1,Tidak Aktif,4.14,2.77,4,4,Tidak Layak
12,90,S1,Tidak Aktif,2.99,3.15,4,4,Tidak Layak
11,87,S1,Tidak Aktif,4.46,3,4,4,Tidak Layak
10,89,SMA,Tidak Aktif,3.76,2.92,4,4,Tidak Layak
14,88,S1,Tidak Aktif,3.71,3.31,4,4,Tidak Layak
14,87,S1,Tidak Aktif,4.26,3.08,4,4,Tidak Layak
10,90,SMA,Tidak Aktif,3.23,2.62,4,4,Tidak Layak
11,82,S1,Tidak Aktif,3.39,3.23,4,4,Tidak Layak
11,82,D3,Tidak Aktif,2.24,3.08,4,4,Tidak Layak
11,87,S1,Tidak Aktif,4.02,3.31,4,4,Tidak Layak
11,88,S1, Aktif,2.77,4,4,4,Tidak Layak
12,92,D3,Tidak Aktif,3.51,1.08,4,4,Tidak Layak
10,87,SMK,Tidak Aktif,4.11,3,4,4,Tidak Layak
10,88,SMA,Tidak Aktif,3.85,4,4,4,Tidak Layak
10,89,S1,Tidak Aktif,3.74,2.31,4,4,Tidak Layak
10,94,S1,Tidak Aktif,2.83,4,4,4,Tidak Layak
11,81,S1,Tidak Aktif,3.26,2.92,4,4,Tidak Layak
10,88,SMA,Tidak Aktif,3.58,3,4,4,Tidak Layak
10,87,SMA,Tidak Aktif,3.71,4,4,4,Tidak Layak
12,88,S1,Tidak Aktif,3.73,2.92,4,4,Tidak Layak
11,87,S1,Tidak Aktif,3.56,3.54,4,4,Tidak Layak
11,87,SMA,Tidak Aktif,4.14,3.38,4,4,Tidak Layak
11,87,S1,Tidak Aktif,3.93,3.15,4,4,Tidak Layak
12,87,S1,Tidak Aktif,4.33,3.38,4,4,Tidak Layak
12,87,S1,Tidak Aktif,3.64,3.15,4,4,Tidak Layak
13,88,S1,Tidak Aktif,4.18,3,4,4,Tidak Layak
10,88,S1,Tidak Aktif,2.55,4,4,4,Tidak Layak
11,87,S1,Tidak Aktif,2.53,3,4,4,Tidak Layak
10,88,SMK,Tidak Aktif,3.91,3.38,4,4,Tidak Layak
10,96,SMK,Tidak Aktif,4.1,3,4,4,Tidak Layak
11,88,S1,Tidak Aktif,2.96,2.92,4,4,Tidak Layak
12,87,S1,Tidak Aktif,3.59,3,4,4,Tidak Layak
10,86,SMA,Tidak Aktif,3.61,3,4,4,Tidak Layak
12,87,SMA,Tidak Aktif,3.98,3,4,4,Tidak Layak
10,80,S1, Aktif,2.38,3.46,4,4,Tidak Layak
10,86,SMK,Tidak Aktif,3.57,4,4,4,Tidak Layak
11,86,S1, Aktif,3.7,3,4,4,Tidak Layak
14,80,S1,Tidak Aktif,3.48,3.08,4,4,Tidak Layak
11,80,S1,Tidak Aktif,3.8,3.46,4,4,Tidak Layak
12,80,S1,Tidak Aktif,4.25,3.08,4,4,Tidak Layak
10,80,S1,Tidak Aktif,3.95,3.23,4,4,Tidak Layak
14,80,S1,Tidak Aktif,3.36,3.31,4,4,Tidak Layak
12,87,S1,Tidak Aktif,3.83,3,4,4,Tidak Layak
10,87,D3,Tidak Aktif,3.49,2.92,4,4,Tidak Layak
10,86,S1,Tidak Aktif,3.08,3.77,4,4,Tidak Layak
11,86,SMA,Tidak Aktif,3.41,3.15,4,4,Tidak Layak
12,84,S1,Tidak Aktif,3.96,3.38,4,4,Tidak Layak
13,80,D3,Tidak Aktif,3.54,3,4,4,Tidak Layak
13,80,S1,Tidak Aktif,3.63,2.85,4,4,Tidak Layak
10,85,S1,Tidak Aktif,4.13,3.69,4,4,Tidak Layak
11,86,S1,Tidak Aktif,2.03,3,4,4,Tidak Layak
14,84,S1,Tidak Aktif,3.17,2.92,4,4,Tidak Layak
11,79,S1,Tidak Aktif,3.33,3,4,4,Tidak Layak
11,86,S1,Tidak Aktif,3.51,3,4,4,Tidak Layak
11,86,S1,Tidak Aktif,3.37,3,4,4,Tidak Layak
12,89,SMA,Tidak Aktif,3.17,4,4,4,Tidak Layak
11,86,SMA, Aktif,3.03,2.92,4,4,Tidak Layak
11,86,SMK,Tidak Aktif,3.02,2.85,4,4,Tidak Layak
12,83,S1,Tidak Aktif,4.07,3.62,4,4,Tidak Layak
12,85,S1, Aktif,2.67,3.31,4,4,Tidak Layak
11,84,S1,Tidak Aktif,3.92,3.54,4,4,Tidak Layak
11,86,S1,Tidak Aktif,3.55,2.92,4,4,Tidak Layak
10,84,D4 ,Tidak Aktif,4.2,2.54,4,4,Tidak Layak
10,84,S1,Tidak Aktif,3.77,3,4,4,Tidak Layak
12,84,S1,Tidak Aktif,3.33,3.85,4,4,Tidak Layak
12,84,D3,Tidak Aktif,3.17,3.85,4,4,Tidak Layak
11,84,S1,Tidak Aktif,4.15,2.62,4,4,Tidak Layak
10,85,SMA,Tidak Aktif,3.33,3.08,4,4,Tidak Layak
11,84,S1,Tidak Aktif,3.32,3.15,4,4,Tidak Layak
10,84,S1,Tidak Aktif,3.34,3,4,4,Tidak Layak
10,96,SMA,Tidak Aktif,3.92,3,4,4,Tidak Layak
12,85,SMA,Tidak Aktif,3.33,3,4,4,Tidak Layak
13,85,SMA,Tidak Aktif,4.17,3.62,4,4,Tidak Layak
13,82,S1,Tidak Aktif,3.41,3.38,4,4,Tidak Layak
11,82,S1,Tidak Aktif,4.09,3,4,4,Tidak Layak
14,82,S1,Tidak Aktif,4.08,3.77,4,4,Tidak Layak
11,85,D3, Aktif,3.61,3,4,4,Tidak Layak
10,85,S1,Tidak Aktif,2.56,3.77,4,4,Tidak Layak
11,88,S1,Tidak Aktif,2.49,3.62,4,4,Tidak Layak
11,84,D3,Tidak Aktif,2.73,3.23,4,4,Tidak Layak
10,95,SMA,Tidak Aktif,4.17,3.38,4,4,Tidak Layak
12,84,SMA,Tidak Aktif,3.28,4,4,4,Tidak Layak
12,82,S1,Tidak Aktif,2.59,3.38,4,4,Tidak Layak
10,85,S1, Aktif,3.31,3,4,4,Tidak Layak
12,84,S1,Tidak Aktif,3.5,2.92,4,4,Tidak Layak
12,82,S1,Tidak Aktif,3.55,3,4,4,Tidak Layak
10,84,SMK,Tidak Aktif,3.2,3,4,4,Tidak Layak
11,80,S1,Tidak Aktif,2.72,2.85,4,4,Tidak Layak
11,83,S1,Tidak Aktif,3.54,4,4,4,Tidak Layak
11,84,D3, Aktif,3.1,3,4,4,Tidak Layak
10,83,SMA, Aktif,2.98,3.15,4,4,Tidak Layak
11,89,S1,Tidak Aktif,3.13,3.31,4,4,Tidak Layak
14,78,S1,Tidak Aktif,3.51,3.15,4,4,Tidak Layak
11,77,S1,Tidak Aktif,2.85,3.85,4,4,Tidak Layak
10,77,SMK,Tidak Aktif,4.46,3,4,4,Tidak Layak
10,77,S1, Aktif,3.21,3,4,4,Tidak Layak
11,82,S1,Tidak Aktif,4.35,3.69,4,4,Tidak Layak
10,83,S1,Tidak Aktif,4.4,3.92,4,4,Tidak Layak
12,83,SMA, Aktif,3.36,3,4,4,Tidak Layak
11,83,S1,Tidak Aktif,2.63,3.15,4,4,Tidak Layak
10,84,S1,Tidak Aktif,3.21,2.69,4,4,Tidak Layak
12,84,S1,Tidak Aktif,3.22,4,4,4,Tidak Layak
10,81,SMA,Tidak Aktif,3.4,3,4,4,Tidak Layak
12,76,S1,Tidak Aktif,4.15,3,4,4,Tidak Layak
12,76,S1,Tidak Aktif,3.72,2.92,4,4,Tidak Layak
12,76,S1,Tidak Aktif,3.77,3,4,4,Tidak Layak
12,76,S1,Tidak Aktif,3.5,3.38,4,4,Tidak Layak
12,88,SMA,Tidak Aktif,4.12,3.15,4,4,Tidak Layak
12,76,SMK,Tidak Aktif,3.77,3.08,4,4,Tidak Layak
12,76,S1,Tidak Aktif,3.86,3.85,4,4,Tidak Layak
11,76,S1,Tidak Aktif,2.72,2.85,4,4,Tidak Layak
11,76,S1,Tidak Aktif,3.74,3.23,4,4,Tidak Layak
11,76,S1,Tidak Aktif,3.69,2.77,4,4,Tidak Layak
10,76,SMK,Tidak Aktif,3.95,3,4,4,Tidak Layak
12,76,S1,Tidak Aktif,4.17,3.31,4,4,Tidak Layak
13,76,S1,Tidak Aktif,2.82,3.54,4,4,Tidak Layak
12,82,D3,Tidak Aktif,3.83,3,4,4,Tidak Layak
11,82,S1,Tidak Aktif,4.47,3,4,4,Tidak Layak
12,76,S1,Tidak Aktif,4.35,2.92,4,4,Tidak Layak
11,76,S1,Tidak Aktif,4.49,3.23,4,4,Tidak Layak
12,82,S1,Tidak Aktif,4.28,3,4,4,Tidak Layak
10,81,D3,Tidak Aktif,3.83,3.69,4,4,Tidak Layak
11,81,S1,Tidak Aktif,2.67,2.85,4,4,Tidak Layak
11,81,S1,Tidak Aktif,2.83,3.92,4,4,Tidak Layak
11,81,S1,Tidak Aktif,3.4,3.62,4,4,Tidak Layak
10,81,SMA,Tidak Aktif,4.41,0,4,4,Tidak Layak
10,81,S1,Tidak Aktif,4.36,3,4,4,Tidak Layak
10,84,SMA,Tidak Aktif,4.03,3.15,4,4,Tidak Layak
11,81,S1,Tidak Aktif,3.66,3.08,4,4,Tidak Layak
10,81,S1,Tidak Aktif,3.67,3.15,4,4,Tidak Layak
10,81,S1,Tidak Aktif,3.99,3.15,4,4,Tidak Layak
10,82,S1,Tidak Aktif,3.45,4,4,4,Tidak Layak
12,81,S1,Tidak Aktif,3.68,2.38,4,4,Tidak Layak
11,81,S1,Tidak Aktif,4.33,3.15,4,4,Tidak Layak
10,81,SMA,Tidak Aktif,3.7,3,4,4,Tidak Layak
11,81,S1,Tidak Aktif,3.26,2.92,4,4,Tidak Layak
10,81,S1,Tidak Aktif,4.14,3.46,4,4,Tidak Layak
11,81,S1,Tidak Aktif,2.67,3.23,4,4,Tidak Layak
11,81,SMA,Tidak Aktif,3.81,3.46,4,4,Tidak Layak
11,81,SMA,Tidak Aktif,3.46,3,4,4,Tidak Layak
10,81,S1,Tidak Aktif,3.93,3.15,4,4,Tidak Layak
13,82,SMK,Tidak Aktif,3.33,2.92,4,4,Tidak Layak
12,82,SMA,Tidak Aktif,3.32,3,4,4,Tidak Layak
11,81,D3,Tidak Aktif,3.31,3.85,4,4,Tidak Layak
10,81,S1,Tidak Aktif,4.32,3,4,4,Tidak Layak
12,81,S1,Tidak Aktif,3.34,2.85,4,4,Tidak Layak
11,81,S1,Tidak Aktif,4.35,3.46,4,4,Tidak Layak
11,81,S1, Aktif,4.41,3,4,4,Tidak Layak
10,81,S1,Tidak Aktif,4.26,4,4,4,Tidak Layak
13,82,S1,Tidak Aktif,3.91,3.31,4,4,Tidak Layak
11,81,D3,Tidak Aktif,3.52,4,4,4,Tidak Layak
11,82,S1, Aktif,2.53,3.62,4,4,Tidak Layak
12,81,S1,Tidak Aktif,4.01,2.46,4,4,Tidak Layak
10,81,SMK,Tidak Aktif,4.27,2.85,4,4,Tidak Layak
11,82,S1,Tidak Aktif,3.1,3,4,4,Tidak Layak
11,80,S1,Tidak Aktif,3.73,3,4,4,Tidak Layak
12,80,S1, Aktif,3.87,2.85,4,4,Tidak Layak
10,80,S1,Tidak Aktif,3.3,2.92,4,4,Tidak Layak
10,80,S1,Tidak Aktif,3.76,3,4,4,Tidak Layak
11,80,SMK,Tidak Aktif,3.04,3.62,4,4,Tidak Layak
10,80,SMK,Tidak Aktif,3.77,3,4,4,Tidak Layak
12,80,SMA,Tidak Aktif,2.92,3.54,4,4,Tidak Layak
11,83,D3,Tidak Aktif,3.42,3.92,4,4,Tidak Layak
10,80,D3,Tidak Aktif,3.79,3,4,4,Tidak Layak
10,74,SMA, Aktif,3.72,3,4,4,Tidak Layak
12,80,S1,Tidak Aktif,4.38,3.08,4,4,Tidak Layak
10,80,S1, Aktif,3.72,3.69,4,4,Tidak Layak
12,80,D3,Tidak Aktif,3.93,2.92,4,4,Tidak Layak
12,79,S1,Tidak Aktif,2.86,2.92,4,4,Tidak Layak
10,80,S1,Tidak Aktif,3.84,4,4,4,Tidak Layak
13,80,S1,Tidak Aktif,4.11,2.85,4,4,Tidak Layak
11,80,S1, Aktif,3.63,3.77,4,4,Tidak Layak
13,79,S1,Tidak Aktif,4.35,3,4,4,Tidak Layak
10,80,S1,Tidak Aktif,3.01,3.31,4,4,Tidak Layak
10,80,S1,Tidak Aktif,3.35,4,4,4,Tidak Layak
14,78,S1,Tidak Aktif,3.23,3.77,4,4,Tidak Layak
10,80,S1, Aktif,3.67,4,4,4,Tidak Layak
12,80,S1,Tidak Aktif,3.76,3.08,4,4,Tidak Layak
10,80,S1,Tidak Aktif,4.29,3,4,4,Tidak Layak
11,79,S1,Tidak Aktif,2.54,3,4,4,Tidak Layak
12,79,S1,Tidak Aktif,3.05,3,4,4,Tidak Layak
12,79,S1,Tidak Aktif,3.92,2.77,4,4,Tidak Layak
14,78,S1,Tidak Aktif,2.74,3.38,8,4,Tidak Layak
11,80,S1,Tidak Aktif,3.03,3.85,4,4,Tidak Layak
11,74,SMA,Tidak Aktif,3.39,4,4,4,Tidak Layak
10,79,S1,Tidak Aktif,3.16,3.62,4,4,Tidak Layak
12,79,S1,Tidak Aktif,4.38,3.38,4,4,Tidak Layak
12,79,S1,Tidak Aktif,4.47,3,4,4,Tidak Layak
12,79,S1,Tidak Aktif,3.54,1,4,4,Tidak Layak
11,79,S1,Tidak Aktif,3.77,3,4,4,Tidak Layak
11,79,D3,Tidak Aktif,3.27,3,4,4,Tidak Layak
10,82,SMA,Tidak Aktif,4.28,2.85,4,4,Tidak Layak
12,79,S1,Tidak Aktif,3.6,2.92,4,4,Tidak Layak
10,79,S1,Tidak Aktif,4.2,3.38,4,4,Tidak Layak
10,79,S1,Tidak Aktif,4.1,2.23,4,4,Tidak Layak
10,80,S1,Tidak Aktif,4.39,2.92,4,4,Tidak Layak
10,79,SMK, Aktif,2.96,3.23,4,4,Tidak Layak
12,79,S1,Tidak Aktif,4.24,3.77,4,4,Tidak Layak
10,79,SMA,Tidak Aktif,3.17,3,4,4,Tidak Layak
12,85,S1,Tidak Aktif,3.14,3.31,4,4,Tidak Layak
10,79,SMA,Tidak Aktif,4.31,3,4,4,Tidak Layak
11,78,SMA,Tidak Aktif,2.77,4,4,4,Tidak Layak
10,79,S1,Tidak Aktif,2.97,3.23,4,4,Tidak Layak
12,79,S1,Tidak Aktif,4.28,4,4,4,Tidak Layak
11,78,S1,Tidak Aktif,3.56,3.23,4,4,Tidak Layak
11,78,S1,Tidak Aktif,4.49,3,4,4,Tidak Layak
12,78,S1,Tidak Aktif,3.57,2.23,8,4,Tidak Layak
10,79,S1,Tidak Aktif,3.72,3,4,4,Tidak Layak
13,78,S1,Tidak Aktif,3.46,4,4,4,Tidak Layak
11,73,S1,Tidak Aktif,4.24,3,4,4,Tidak Layak
11,79,SMA,Tidak Aktif,3.33,3,4,4,Tidak Layak
10,78,SMA,Tidak Aktif,4.48,3,4,4,Tidak Layak
11,73,S1,Tidak Aktif,3.87,3,4,4,Tidak Layak
12,78,S1,Tidak Aktif,4.06,3.15,4,4,Tidak Layak
12,78,S1,Tidak Aktif,3.23,3,4,4,Tidak Layak
12,73,S1,Tidak Aktif,3.44,3.31,4,4,Tidak Layak
10,84,SMA,Tidak Aktif,3.61,3.08,4,4,Tidak Layak
12,79,SMA,Tidak Aktif,4.06,3,4,4,Tidak Layak
12,78,SMA,Tidak Aktif,3.25,3.54,4,4,Tidak Layak
10,79,SMA,Tidak Aktif,3.21,3.23,4,4,Tidak Layak
10,78,SMA,Tidak Aktif,4.34,2.92,4,4,Tidak Layak
10,78,SMA,Tidak Aktif,3.95,3.08,4,4,Tidak Layak
11,78,S1,Tidak Aktif,3.62,3,4,4,Tidak Layak
12,79,SMK,Tidak Aktif,3.84,2.92,4,4,Tidak Layak
11,87,SMK,Tidak Aktif,3.49,3,4,4,Tidak Layak
10,84,SMA,Tidak Aktif,3.89,2.92,4,4,Tidak Layak
11,76,S1,Tidak Aktif,3.95,2.85,4,4,Tidak Layak
12,78,S1,Tidak Aktif,3.44,3.23,4,4,Tidak Layak
16,76,S1,Tidak Aktif,3.71,3.08,4,4,Tidak Layak
11,77,S1 ,Tidak Aktif,4.4,2.85,4,4,Tidak Layak
11,77,S1,Tidak Aktif,2.47,3.46,4,4,Tidak Layak
11,76,SMA, Aktif,3.1,2.85,4,4,Tidak Layak
12,72,S1,Tidak Aktif,4.02,3,4,4,Tidak Layak
12,72,S1,Tidak Aktif,2.57,3.23,4,4,Tidak Layak
12,77,S1,Tidak Aktif,4.25,2.77,4,4,Tidak Layak
13,78,S1,Tidak Aktif,4.31,3.15,4,4,Tidak Layak
14,77,S1,Tidak Aktif,2.88,2.92,4,4,Tidak Layak
11,77,S1,Tidak Aktif,4.19,3,4,4,Tidak Layak
10,78,SMA,Tidak Aktif,2.87,3.85,4,4,Tidak Layak
11,78,SMK,Tidak Aktif,3.04,3.69,4,4,Tidak Layak
12,77,SMA,Tidak Aktif,3.08,3.23,4,4,Tidak Layak
10,78,S1,Tidak Aktif,3.26,4,4,4,Tidak Layak
12,77,D3,Tidak Aktif,3.96,3,4,4,Tidak Layak
10,78,S1,Tidak Aktif,3.53,3.23,4,4,Tidak Layak
11,77,SMK,Tidak Aktif,3.75,3.38,4,4,Tidak Layak
11,77,S1,Tidak Aktif,3,3.31,4,4,Tidak Layak
11,83,S1,Tidak Aktif,2.89,3,4,4,Tidak Layak
15,76,S1,Tidak Aktif,3.57,3.54,4,4,Tidak Layak
12,77,S1,Tidak Aktif,4.49,3,4,4,Tidak Layak
11,78,S1,Tidak Aktif,3,3.69,4,4,Tidak Layak
12,77,S1,Tidak Aktif,3.77,3.85,4,4,Tidak Layak
11,77,S1, Aktif,3.82,3.08,4,4,Tidak Layak
10,78,D3,Tidak Aktif,3.48,3,4,4,Tidak Layak
11,74,SMA,Tidak Aktif,4.11,3,4,4,Tidak Layak
10,77,D3,Tidak Aktif,4.13,3,4,4,Tidak Layak
10,77,S1, Aktif,3.9,3.77,4,4,Tidak Layak
10,78,D3,Tidak Aktif,2.76,3,4,4,Tidak Layak
10,78,S1,Tidak Aktif,3.78,2.85,4,4,Tidak Layak
11,77,S1,Tidak Aktif,2.76,3.08,4,4,Tidak Layak
12,77,SMK,Tidak Aktif,3.5,3,4,4,Tidak Layak
10,77,SMA,Tidak Aktif,3.65,3,4,4,Tidak Layak
14,77,S1,Tidak Aktif,3.23,3.08,4,4,Tidak Layak
16,76,S1,Tidak Aktif,3.7,3.23,4,4,Tidak Layak
13,76,S1,Tidak Aktif,3.67,3.15,4,4,Tidak Layak
16,71,S1 ,Tidak Aktif,3.64,2.31,4,4,Tidak Layak
10,76,SMA,Tidak Aktif,3.17,2.62,4,4,Tidak Layak
11,76,S1,Tidak Aktif,4.33,3,4,4,Tidak Layak
11,77,S1,Tidak Aktif,3.42,4,4,4,Tidak Layak
10,77,S1,Tidak Aktif,3.16,2.92,4,4,Tidak Layak
