Level,LamaBekerja,PendidikanTerakhir,Sanksi,Kinerja,Loyalitas,HAV,Konfirmasi Atasan,Bonus
12,82,8.0,0,3.55,3.0,4,4,1
10,84,-1.0,0,3.2,3.0,4,4,1
11,80,8.0,0,2.72,2.85,4,4,1
11,83,8.0,0,3.54,4.0,4,4,1
11,84,6.0,1,3.1,3.0,4,4,1
10,83,-1.0,1,2.98,3.15,4,4,1
11,89,8.0,0,3.13,3.31,4,4,1
14,78,8.0,0,3.51,3.15,4,4,1
11,77,8.0,0,2.85,3.85,4,4,1
10,77,-1.0,0,4.46,3.0,4,4,1
10,77,8.0,1,3.21,3.0,4,4,1
11,82,8.0,0,4.35,3.69,4,4,1
10,83,8.0,0,4.4,3.92,4,4,1
12,83,-1.0,1,3.36,3.0,4,4,1
11,83,8.0,0,2.63,3.15,4,4,1
10,84,8.0,0,3.21,2.69,4,4,1
12,84,8.0,0,3.22,4.0,4,4,1
10,81,-1.0,0,3.4,3.0,4,4,1
12,76,8.0,0,4.15,3.0,4,4,1
12,76,8.0,0,3.72,2.92,4,4,1
12,76,8.0,0,3.77,3.0,4,4,1
12,76,8.0,0,3.5,3.38,4,4,1
12,88,-1.0,0,4.12,3.15,4,4,1
12,76,-1.0,0,3.77,3.08,4,4,1
12,76,8.0,0,3.86,3.85,4,4,1
11,76,8.0,0,2.72,2.85,4,4,1
11,76,8.0,0,3.74,3.23,4,4,1
11,76,8.0,0,3.69,2.77,4,4,1
10,76,-1.0,0,3.95,3.0,4,4,1
12,76,8.0,0,4.17,3.31,4,4,1
13,76,8.0,0,2.82,3.54,4,4,1
12,82,6.0,0,3.83,3.0,4,4,1
11,82,8.0,0,4.47,3.0,4,4,1
12,76,8.0,0,4.35,2.92,4,4,1
11,76,8.0,0,4.49,3.23,4,4,1
12,82,8.0,0,4.28,3.0,4,4,1
10,81,6.0,0,3.83,3.69,4,4,1
11,81,8.0,0,2.67,2.85,4,4,1
11,81,8.0,0,2.83,3.92,4,4,1
11,81,8.0,0,3.4,3.62,4,4,1
10,81,-1.0,0,4.41,0.0,4,4,1
10,81,8.0,0,4.36,3.0,4,4,1
10,84,-1.0,0,4.03,3.15,4,4,1
11,81,8.0,0,3.66,3.08,4,4,1
10,81,8.0,0,3.67,3.15,4,4,1
10,81,8.0,0,3.99,3.15,4,4,1
10,82,8.0,0,3.45,4.0,4,4,1
12,81,8.0,0,3.68,2.38,4,4,1
11,81,8.0,0,4.33,3.15,4,4,1
10,81,-1.0,0,3.7,3.0,4,4,1
11,81,8.0,0,3.26,2.92,4,4,1
10,81,8.0,0,4.14,3.46,4,4,1
11,81,8.0,0,2.67,3.23,4,4,1
11,81,-1.0,0,3.81,3.46,4,4,1
11,81,-1.0,0,3.46,3.0,4,4,1
10,81,8.0,0,3.93,3.15,4,4,1
13,82,-1.0,0,3.33,2.92,4,4,1
12,82,-1.0,0,3.32,3.0,4,4,1
11,81,6.0,0,3.31,3.85,4,4,1
10,81,8.0,0,4.32,3.0,4,4,1
12,81,8.0,0,3.34,2.85,4,4,1
11,81,8.0,0,4.35,3.46,4,4,1
11,81,8.0,1,4.41,3.0,4,4,1
10,81,8.0,0,4.26,4.0,4,4,1
13,82,8.0,0,3.91,3.31,4,4,1
11,81,6.0,0,3.52,4.0,4,4,1
11,82,8.0,1,2.53,3.62,4,4,1
12,81,8.0,0,4.01,2.46,4,4,1
10,81,-1.0,0,4.27,2.85,4,4,1
11,82,8.0,0,3.1,3.0,4,4,1
11,80,8.0,0,3.73,3.0,4,4,1
12,80,8.0,1,3.87,2.85,4,4,1
10,80,8.0,0,3.3,2.92,4,4,1
10,80,8.0,0,3.76,3.0,4,4,1
11,80,-1.0,0,3.04,3.62,4,4,1
10,80,-1.0,0,3.77,3.0,4,4,1
12,80,-1.0,0,2.92,3.54,4,4,1
11,83,6.0,0,3.42,3.92,4,4,1
10,80,6.0,0,3.79,3.0,4,4,1
10,74,-1.0,1,3.72,3.0,4,4,1
12,80,8.0,0,4.38,3.08,4,4,1
10,80,8.0,1,3.72,3.69,4,4,1
12,80,6.0,0,3.93,2.92,4,4,1
12,79,8.0,0,2.86,2.92,4,4,1
10,80,8.0,0,3.84,4.0,4,4,1
13,80,8.0,0,4.11,2.85,4,4,1
11,80,8.0,1,3.63,3.77,4,4,1
13,79,8.0,0,4.35,3.0,4,4,1
10,80,8.0,0,3.01,3.31,4,4,1
10,80,8.0,0,3.35,4.0,4,4,1
14,78,8.0,0,3.23,3.77,4,4,1
10,80,8.0,1,3.67,4.0,4,4,1
12,80,8.0,0,3.76,3.08,4,4,1
10,80,8.0,0,4.29,3.0,4,4,1
11,79,8.0,0,2.54,3.0,4,4,1
12,79,8.0,0,3.05,3.0,4,4,1
12,79,8.0,0,3.92,2.77,4,4,1
14,78,8.0,0,2.74,3.38,8,4,1
11,80,8.0,0,3.03,3.85,4,4,1
11,74,-1.0,0,3.39,4.0,4,4,1
10,79,8.0,0,3.16,3.62,4,4,1
12,79,8.0,0,4.38,3.38,4,4,1
12,79,8.0,0,4.47,3.0,4,4,1
12,79,8.0,0,3.54,1.0,4,4,1
11,79,8.0,0,3.77,3.0,4,4,1
11,79,6.0,0,3.27,3.0,4,4,1
10,82,-1.0,0,4.28,2.85,4,4,1
12,79,8.0,0,3.6,2.92,4,4,1
10,79,8.0,0,4.2,3.38,4,4,1
10,79,8.0,0,4.1,2.23,4,4,1
10,80,8.0,0,4.39,2.92,4,4,1
10,79,-1.0,1,2.96,3.23,4,4,1
12,79,8.0,0,4.24,3.77,4,4,1
10,79,-1.0,0,3.17,3.0,4,4,1
12,85,8.0,0,3.14,3.31,4,4,1
10,79,-1.0,0,4.31,3.0,4,4,1
11,78,-1.0,0,2.77,4.0,4,4,1
10,79,8.0,0,2.97,3.23,4,4,1
12,79,8.0,0,4.28,4.0,4,4,1
11,78,8.0,0,3.56,3.23,4,4,1
11,78,8.0,0,4.49,3.0,4,4,1
12,78,8.0,0,3.57,2.23,8,4,1
10,79,8.0,0,3.72,3.0,4,4,1
13,78,8.0,0,3.46,4.0,4,4,1
11,73,8.0,0,4.24,3.0,4,4,1
11,79,-1.0,0,3.33,3.0,4,4,1
10,78,-1.0,0,4.48,3.0,4,4,1
11,73,8.0,0,3.87,3.0,4,4,1
12,78,8.0,0,4.06,3.15,4,4,1
12,78,8.0,0,3.23,3.0,4,4,1
12,73,8.0,0,3.44,3.31,4,4,1
10,84,-1.0,0,3.61,3.08,4,4,1
12,79,-1.0,0,4.06,3.0,4,4,1
12,78,-1.0,0,3.25,3.54,4,4,1
10,79,-1.0,0,3.21,3.23,4,4,1
10,78,-1.0,0,4.34,2.92,4,4,1
10,78,-1.0,0,3.95,3.08,4,4,1
11,78,8.0,0,3.62,3.0,4,4,1
12,79,-1.0,0,3.84,2.92,4,4,1
11,87,-1.0,0,3.49,3.0,4,4,1
10,84,-1.0,0,3.89,2.92,4,4,1
11,76,8.0,0,3.95,2.85,4,4,1
12,78,8.0,0,3.44,3.23,4,4,1
16,76,8.0,0,3.71,3.08,4,4,1
11,77,8.0,0,4.4,2.85,4,4,1
11,77,8.0,0,2.47,3.46,4,4,1
11,76,-1.0,1,3.1,2.85,4,4,1
12,72,8.0,0,4.02,3.0,4,4,1
12,72,8.0,0,2.57,3.23,4,4,1
12,77,8.0,0,4.25,2.77,4,4,1
13,78,8.0,0,4.31,3.15,4,4,1
14,77,8.0,0,2.88,2.92,4,4,1
11,77,8.0,0,4.19,3.0,4,4,1
10,78,-1.0,0,2.87,3.85,4,4,1
11,78,-1.0,0,3.04,3.69,4,4,1
12,77,-1.0,0,3.08,3.23,4,4,1
10,78,8.0,0,3.26,4.0,4,4,1
12,77,6.0,0,3.96,3.0,4,4,1
10,78,8.0,0,3.53,3.23,4,4,1
11,77,-1.0,0,3.75,3.38,4,4,1
11,77,8.0,0,3.0,3.31,4,4,1
11,83,8.0,0,2.89,3.0,4,4,1
15,76,8.0,0,3.57,3.54,4,4,1
12,77,8.0,0,4.49,3.0,4,4,1
11,78,8.0,0,3.0,3.69,4,4,1
12,77,8.0,0,3.77,3.85,4,4,1
11,77,8.0,1,3.82,3.08,4,4,1
10,78,6.0,0,3.48,3.0,4,4,1
11,74,-1.0,0,4.11,3.0,4,4,1
10,77,6.0,0,4.13,3.0,4,4,1
10,77,8.0,1,3.9,3.77,4,4,1
10,78,6.0,0,2.76,3.0,4,4,1
10,78,8.0,0,3.78,2.85,4,4,1
11,77,8.0,0,2.76,3.08,4,4,1
12,77,-1.0,0,3.5,3.0,4,4,1
10,77,-1.0,0,3.65,3.0,4,4,1
14,77,8.0,0,3.23,3.08,4,4,1
16,76,8.0,0,3.7,3.23,4,4,1
13,76,8.0,0,3.67,3.15,4,4,1
16,71,8.0,0,3.64,2.31,4,4,1
10,76,-1.0,0,3.17,2.62,4,4,1
11,76,8.0,0,4.33,3.0,4,4,1
11,77,8.0,0,3.42,4.0,4,4,1
10,77,8.0,0,3.16,2.92,4,4,1
10,77,8.0,0,4.28,3.0,4,4,1
12,77,-1.0,0,3.15,3.0,4,4,1
10,77,8.0,0,3.33,3.0,4,4,1
11,75,8.0,0,3.62,3.0,4,4,1
11,76,8.0,0,3.4,3.0,4,4,1
10,77,6.0,0,3.62,2.54,4,4,1
10,76,8.0,0,3.04,3.92,4,4,1
10,88,8.0,1,2.56,3.0,4,4,1
10,76,8.0,0,2.87,3.0,4,4,1
10,77,8.0,0,3.96,3.77,4,4,1
11,76,-1.0,0,3.4,4.0,4,4,1
12,76,-1.0,0,4.1,3.0,4,4,1
10,70,-1.0,0,4.47,3.0,4,4,1
11,70,8.0,0,3.71,4.0,4,4,1
11,70,6.0,0,3.63,3.23,4,4,1
10,69,8.0,0,4.02,3.08,4,4,1
12,75,8.0,0,4.36,3.0,4,4,1
10,76,8.0,1,4.13,3.31,4,4,1
11,75,8.0,0,2.95,3.0,4,4,1
10,76,-1.0,0,3.6,3.08,4,4,1
12,75,8.0,1,3.76,3.0,4,4,1
12,75,-1.0,0,4.22,3.31,4,4,1
11,76,-1.0,0,3.08,3.15,4,4,1
15,73,8.0,0,2.76,3.46,4,4,1
11,75,8.0,0,3.03,3.0,4,4,1
12,69,8.0,0,3.18,3.38,4,4,1
11,75,8.0,0,2.43,4.0,4,4,1
14,69,8.0,0,3.2,3.54,4,4,1
12,74,8.0,0,4.3,2.69,4,4,1
11,74,8.0,0,3.06,3.23,4,4,1
12,78,8.0,0,3.91,3.31,4,4,1
10,74,8.0,0,4.25,3.0,4,4,1
10,74,8.0,0,4.26,3.0,4,4,1
12,83,8.0,0,3.36,3.0,4,4,1
10,74,8.0,0,3.72,3.0,4,4,1
11,74,8.0,0,2.3,3.0,4,4,1
10,75,8.0,0,3.85,3.0,4,4,1
14,68,8.0,0,3.53,2.69,4,4,1
10,75,8.0,0,4.36,3.0,4,4,1
11,75,8.0,0,3.47,3.0,4,4,1
11,75,8.0,0,4.3,3.15,4,4,1
12,72,8.0,0,4.48,3.0,4,4,1
12,73,8.0,0,2.94,2.92,4,4,1
12,74,8.0,0,4.26,3.23,4,4,1
10,75,8.0,0,3.94,2.92,4,4,1
10,74,8.0,0,3.83,3.62,4,4,1
12,68,8.0,0,3.28,3.15,8,4,1
10,73,-1.0,0,3.08,4.0,4,4,1
10,73,8.0,0,4.07,3.38,4,4,1
10,73,8.0,0,4.29,2.85,4,4,1
12,74,8.0,0,4.07,0.0,4,4,1
10,73,-1.0,0,3.99,1.23,4,4,1
12,73,9.0,0,3.05,3.0,4,4,1
11,75,8.0,0,4.47,2.31,4,4,1
10,74,8.0,0,3.69,3.31,4,4,1
11,73,6.0,0,3.73,3.46,4,4,1
12,74,8.0,0,4.12,3.0,4,4,1
10,74,8.0,1,3.56,3.0,4,4,1
11,72,8.0,0,4.24,3.62,4,4,1
12,73,-1.0,0,3.02,3.15,4,4,1
11,74,8.0,0,4.39,3.54,4,4,1
11,73,8.0,0,3.53,3.31,4,4,1
10,73,8.0,0,2.93,3.0,4,4,1
13,67,8.0,0,3.5,2.92,4,4,1
12,74,8.0,0,3.94,3.0,4,4,1
15,67,8.0,0,3.5,3.08,4,4,1
10,73,8.0,0,3.49,3.92,4,4,1
11,72,6.0,0,3.81,3.69,4,4,1
10,72,6.0,0,3.16,3.15,4,4,1
10,72,-1.0,0,2.88,3.31,4,4,1
10,73,8.0,0,3.28,4.0,4,4,1
10,80,8.0,0,3.6,3.0,4,4,1
11,72,8.0,0,3.61,3.23,4,4,1
10,73,-1.0,1,2.91,0.0,4,4,1
10,72,8.0,0,4.24,2.85,4,4,1
10,73,-1.0,0,3.09,3.54,4,4,1
11,66,8.0,0,3.63,2.85,4,4,1
12,73,-1.0,0,3.32,3.38,4,4,1
12,72,-1.0,0,3.82,3.38,4,4,1
11,72,8.0,0,3.94,3.08,4,4,1
11,72,8.0,0,3.88,2.92,4,4,1
10,72,6.0,0,3.67,2.85,4,4,1
10,72,6.0,0,4.47,3.0,4,4,1
10,72,-1.0,1,3.38,3.46,4,4,1
10,72,8.0,0,2.74,2.77,4,4,1
12,72,8.0,0,4.15,3.0,4,4,1
11,71,6.0,0,2.35,3.69,4,4,1
12,72,8.0,0,2.58,3.23,4,4,1
11,71,8.0,0,3.9,3.38,4,4,1
10,71,8.0,1,4.15,4.0,4,4,1
10,71,6.0,0,3.91,3.0,4,4,1
10,71,8.0,0,4.42,3.77,4,4,1
11,72,-1.0,1,3.77,3.15,4,4,1
10,71,8.0,0,3.78,1.38,4,4,1
12,71,8.0,0,4.39,3.0,4,4,1
12,72,-1.0,0,3.82,3.0,4,4,1
10,72,8.0,0,4.0,3.23,4,4,1
11,71,-1.0,1,2.68,3.08,4,4,1
12,70,6.0,0,3.35,4.0,4,4,1
10,71,8.0,0,4.25,3.85,4,4,1
10,72,-1.0,0,3.46,2.92,4,4,1
12,65,8.0,0,3.02,3.0,2,4,1
11,70,8.0,0,3.77,3.54,4,4,1
14,70,8.0,0,3.21,3.31,4,4,1
10,71,-1.0,0,4.05,3.08,4,4,1
10,71,8.0,0,4.01,2.92,4,4,1
11,72,-1.0,0,2.57,3.69,4,4,1
11,72,-1.0,0,3.71,3.77,4,4,1
11,72,8.0,0,2.87,3.0,4,4,1
12,71,6.0,0,4.19,3.0,4,4,1
10,71,8.0,0,4.44,3.69,4,4,1
10,72,8.0,1,3.32,3.85,4,4,1
10,70,8.0,0,2.82,3.23,4,4,1
10,70,-1.0,0,4.06,4.0,4,4,1
14,65,8.0,0,3.48,3.92,4,4,1
12,65,8.0,0,3.01,2.85,4,4,1
12,70,8.0,0,4.4,2.85,4,4,1
11,70,-1.0,0,4.3,3.77,4,4,1
10,71,-1.0,0,3.41,3.0,4,4,1
11,71,8.0,0,3.0,3.77,4,4,1
10,71,-1.0,0,3.85,0.0,4,4,1
10,70,8.0,0,3.62,3.0,4,4,1
10,70,-1.0,0,3.3,3.08,4,4,1
12,71,8.0,1,3.95,2.92,4,4,1
10,71,8.0,0,3.27,2.92,4,4,1
12,70,8.0,1,3.95,3.31,4,4,1
10,70,-1.0,0,3.56,3.23,4,4,1
11,69,8.0,0,2.3,3.0,4,4,1
12,70,8.0,0,3.24,3.77,4,4,1
10,67,8.0,0,3.41,2.85,4,4,1
10,67,8.0,0,3.17,2.92,4,4,1
11,69,8.0,0,4.47,3.0,4,4,1
12,70,8.0,0,4.11,3.15,4,4,1
11,69,6.0,0,3.43,3.0,4,4,1
10,69,8.0,0,4.01,3.31,4,4,1
10,69,6.0,0,3.73,3.0,4,4,1
10,69,-1.0,0,3.87,2.69,4,4,1
10,69,8.0,0,3.92,3.0,4,4,1
10,69,-1.0,0,3.33,3.0,4,4,1
10,69,8.0,0,4.15,3.08,4,4,1
12,70,6.0,0,4.13,3.23,4,4,1
12,67,8.0,0,3.51,3.69,4,4,1
12,69,8.0,0,3.59,3.46,2,4,1
10,70,8.0,0,3.19,3.0,4,4,1
11,63,6.0,0,3.32,3.23,4,4,1
10,70,8.0,1,3.79,3.0,4,4,1
10,69,8.0,0,4.28,3.0,4,4,1
10,69,-1.0,0,3.22,3.62,4,4,1
11,69,6.0,0,4.46,3.31,4,4,1
10,69,8.0,1,3.29,3.0,4,4,1
12,67,-1.0,0,4.04,3.0,4,4,1
12,67,8.0,0,3.51,3.0,4,4,1
10,69,-1.0,0,2.59,2.46,4,4,1
12,69,6.0,0,3.82,3.62,4,4,1
11,68,8.0,0,4.38,2.92,4,4,1
10,68,-1.0,0,3.18,3.0,4,4,1
10,69,-1.0,0,3.74,3.0,4,4,1
12,69,-1.0,0,3.11,3.0,4,4,1
11,68,8.0,0,4.07,3.85,4,4,1
10,68,-1.0,0,4.16,4.0,4,4,1
11,68,8.0,0,2.41,3.23,4,4,1
10,68,8.0,0,4.1,3.46,4,4,1
11,69,8.0,0,3.4,3.0,4,4,1
10,68,8.0,0,3.38,2.92,4,4,1
11,68,8.0,0,4.09,3.69,4,4,1
10,69,-1.0,0,3.56,2.77,4,4,1
11,69,-1.0,1,3.13,2.62,4,4,1
10,70,8.0,0,3.51,2.85,4,4,1
10,69,-1.0,1,3.7,3.54,4,4,1
10,68,8.0,1,3.67,3.0,4,4,1
11,69,8.0,0,4.37,2.92,4,4,1
11,69,8.0,0,3.9,3.08,4,4,1
12,68,-1.0,0,3.9,4.0,4,4,1
10,68,8.0,0,3.05,3.31,4,4,1
10,69,8.0,0,3.07,3.69,4,4,1
11,68,-1.0,0,3.6,2.85,4,4,1
10,67,8.0,0,4.5,3.62,4,4,1
10,67,-1.0,0,4.31,3.0,4,4,1
11,67,8.0,0,3.28,2.85,4,4,1
11,67,8.0,0,4.3,2.85,4,4,1
12,67,-1.0,0,3.69,3.77,4,4,1
12,67,6.0,0,4.2,3.0,4,4,1
13,67,-1.0,0,4.09,3.77,4,4,1
11,67,8.0,0,4.07,3.15,4,4,1
13,67,-1.0,0,3.27,3.31,4,4,1
10,67,-1.0,0,4.22,3.23,4,4,1
12,61,8.0,0,3.28,2.92,4,4,1
10,67,8.0,0,2.87,0.0,4,4,1
10,67,8.0,1,3.32,1.0,4,4,1
11,66,8.0,0,2.74,3.0,4,4,1
10,66,8.0,0,3.33,3.0,4,4,1
10,67,8.0,0,4.22,3.38,4,4,1
10,66,-1.0,1,3.92,3.0,4,4,1
10,66,8.0,0,3.35,3.15,4,4,1
10,66,6.0,0,3.74,2.69,4,4,1
10,66,-1.0,0,3.0,3.0,4,4,1
12,67,-1.0,0,4.39,3.77,4,4,1
11,66,8.0,0,3.26,2.85,4,4,1
11,66,8.0,0,2.35,3.23,4,4,1
10,66,-1.0,0,3.91,3.0,4,4,1
10,66,8.0,0,4.13,3.62,4,4,1
10,67,-1.0,1,4.2,3.0,4,4,1
11,66,-1.0,0,2.87,3.62,4,4,1
11,66,8.0,1,3.78,2.92,4,4,1
10,67,8.0,0,3.8,3.62,4,4,1
12,65,8.0,0,3.49,3.62,4,4,1
12,66,8.0,0,3.29,2.85,4,4,1
13,60,8.0,0,3.56,3.38,4,4,1
12,60,8.0,0,2.93,4.0,4,4,1
11,60,8.0,0,3.63,3.08,4,4,1
11,66,8.0,0,3.87,3.46,4,4,1
12,66,8.0,0,2.99,3.69,4,4,1
11,59,8.0,0,3.41,3.31,4,4,1
11,65,8.0,0,2.93,3.0,4,4,1
11,66,8.0,0,2.54,3.08,4,4,1
11,65,-1.0,1,3.49,0.0,4,4,1
10,65,8.0,0,4.06,3.0,4,4,1
10,66,-1.0,1,4.16,3.92,4,4,1
10,65,-1.0,0,3.34,4.0,4,4,1
12,65,8.0,0,4.23,2.69,4,4,1
10,65,-1.0,0,3.13,3.0,4,4,1
11,65,6.0,0,2.99,3.0,4,4,1
10,65,8.0,0,3.52,3.31,4,4,1
10,66,8.0,1,3.61,3.0,4,4,1
11,66,8.0,0,3.09,3.69,4,4,1
10,65,-1.0,0,3.89,3.0,4,4,1
10,65,-1.0,0,3.55,3.77,4,4,1
12,66,8.0,0,4.22,3.23,4,4,1
11,65,-1.0,0,3.1,3.15,4,4,1
10,66,-1.0,0,2.53,3.0,4,4,1
12,64,-1.0,0,3.94,3.0,4,4,1
12,65,8.0,0,4.19,3.38,4,4,1
13,59,8.0,0,3.49,3.38,4,4,1
14,59,8.0,0,3.08,3.69,4,4,1
13,64,8.0,0,3.67,3.77,4,4,1
11,64,8.0,0,3.8,2.54,4,4,1
10,64,8.0,0,3.59,3.0,4,4,1
10,64,8.0,0,2.85,2.85,4,4,1
10,64,8.0,0,4.07,2.85,4,4,1
10,65,6.0,0,3.33,3.62,4,4,1
10,65,8.0,0,4.13,3.0,4,4,1
12,64,-1.0,0,3.59,2.92,4,4,1
11,64,-1.0,0,3.33,3.0,4,4,1
13,64,8.0,0,3.45,3.15,4,4,1
10,65,-1.0,0,3.22,2.92,4,4,1
10,64,-1.0,0,4.0,3.0,4,4,1
11,64,8.0,0,3.79,3.15,4,4,1
11,64,8.0,0,2.58,3.23,4,4,1
10,64,8.0,0,3.74,2.92,4,4,1
11,64,8.0,0,3.34,3.23,4,4,1
12,64,8.0,0,4.48,4.0,4,4,1
10,64,8.0,0,3.75,3.0,4,4,1
10,64,-1.0,0,2.73,0.0,4,4,1
12,64,8.0,0,4.41,2.92,4,4,1
11,65,8.0,0,3.16,3.0,4,4,1
11,58,8.0,0,3.3,2.69,4,4,1
11,64,-1.0,0,4.26,2.54,4,4,1
11,63,-1.0,0,3.35,4.0,4,4,1
10,63,-1.0,1,3.99,3.0,4,4,1
11,63,8.0,0,4.25,3.15,4,4,1
12,64,8.0,1,2.6,3.62,4,4,1
10,63,-1.0,0,3.85,3.23,4,4,1
11,63,8.0,0,4.16,2.69,4,4,1
10,64,8.0,0,3.88,2.77,4,4,1
11,64,8.0,0,3.48,4.0,4,4,1
11,64,-1.0,0,3.39,2.23,4,4,1
11,64,8.0,0,4.36,3.23,4,4,1
11,63,8.0,1,2.46,4.0,4,4,1
11,63,-1.0,0,2.55,3.62,4,4,1
10,63,8.0,0,3.21,3.15,4,4,1
11,63,8.0,0,3.8,3.38,4,4,1
10,63,8.0,0,4.03,4.0,4,4,1
10,64,8.0,0,3.5,3.23,4,4,1
14,57,8.0,0,3.49,3.92,4,4,1
11,62,8.0,0,2.26,3.69,4,4,1
10,63,8.0,0,3.8,3.08,4,4,1
11,56,8.0,0,3.65,3.85,4,4,1
10,62,-1.0,0,3.47,3.0,4,4,1
10,62,8.0,0,2.85,2.85,4,4,1
11,62,8.0,0,2.33,2.77,4,4,1
12,61,8.0,0,4.39,3.38,4,4,1
11,61,8.0,0,4.43,0.0,4,4,1
10,62,-1.0,0,3.1,3.08,4,4,1
13,59,8.0,0,3.26,3.23,4,4,1
13,63,6.0,0,3.5,3.0,4,4,1
10,62,-1.0,0,4.24,3.0,4,4,1
10,62,8.0,0,3.58,0.0,4,4,1
11,63,-1.0,0,4.12,3.0,4,4,1
10,62,-1.0,1,4.26,3.0,4,4,1
11,63,8.0,0,2.88,2.92,4,4,1
13,56,8.0,0,3.6,2.77,2,4,1
10,62,8.0,0,3.54,2.92,4,4,1
13,61,8.0,0,3.92,2.92,4,4,1
13,61,8.0,0,3.32,3.46,4,4,1
11,61,8.0,0,4.3,2.62,4,4,1
10,62,-1.0,0,2.92,3.0,4,4,1
12,56,6.0,0,3.05,4.0,4,4,1
12,56,6.0,0,2.85,3.77,4,4,1
10,61,8.0,1,4.14,3.23,4,4,1
11,61,-1.0,0,4.42,2.92,4,4,1
11,61,-1.0,0,3.39,3.46,4,4,1
15,55,8.0,0,3.64,2.77,4,4,1
13,55,8.0,0,2.76,3.0,2,4,1
12,61,6.0,0,2.84,3.31,4,4,1
12,61,8.0,0,4.37,2.92,4,4,1
10,61,-1.0,0,4.11,3.92,4,4,1
10,61,-1.0,0,2.88,3.0,4,4,1
10,61,-1.0,1,3.8,3.0,4,4,1
11,59,8.0,1,3.92,2.92,4,4,1
11,55,8.0,0,3.58,3.46,4,4,1
13,61,8.0,0,3.83,2.77,4,4,1
10,61,-1.0,0,3.76,2.69,4,4,1
10,60,-1.0,0,3.05,3.0,4,4,1
11,60,8.0,0,3.21,3.38,4,4,1
10,60,-1.0,0,4.13,3.0,4,4,1
10,60,8.0,0,4.4,2.77,4,4,1
10,61,8.0,0,3.21,3.15,4,4,1
10,60,-1.0,0,4.2,3.0,4,4,1
12,60,8.0,0,2.71,3.08,4,4,1
10,60,-1.0,0,3.74,2.23,4,4,1
10,60,8.0,0,4.05,3.31,4,4,1
11,60,8.0,0,3.6,3.0,4,4,1
12,54,8.0,0,2.91,2.92,4,4,1
12,54,8.0,0,3.41,3.46,4,4,1
10,60,8.0,0,4.05,4.0,4,4,1
12,62,8.0,0,3.27,2.23,4,4,1
11,60,-1.0,0,4.27,2.92,4,4,1
11,54,8.0,0,3.37,3.85,4,4,1
11,61,8.0,0,2.34,3.0,4,4,1
13,59,8.0,0,4.03,2.92,4,4,1
11,60,8.0,0,3.05,3.0,4,4,1
13,59,8.0,0,4.07,3.23,4,4,1
14,62,-1.0,0,3.56,3.0,4,4,1
11,54,8.0,0,3.14,3.23,8,4,1
11,61,8.0,0,4.27,2.54,4,4,1
11,60,8.0,0,4.18,3.31,4,4,1
12,53,6.0,0,3.03,3.15,4,4,1
12,60,-1.0,0,3.59,3.62,4,4,1
13,53,8.0,0,3.42,2.69,4,4,1
10,59,-1.0,0,3.73,3.0,4,4,1
10,59,6.0,0,4.3,3.08,4,4,1
10,59,8.0,0,4.42,3.0,4,4,1
11,59,8.0,0,3.78,4.0,4,4,1
10,59,-1.0,0,3.55,3.0,4,4,1
12,58,8.0,0,3.92,3.15,4,4,1
11,53,8.0,0,4.27,3.85,4,4,1
12,53,8.0,0,3.02,3.69,4,4,1
12,59,-1.0,0,3.23,3.62,4,4,1
11,59,8.0,0,4.21,3.15,4,4,1
10,59,-1.0,0,3.75,3.0,4,4,1
10,59,8.0,0,4.21,3.0,4,4,1
10,59,8.0,1,3.33,3.0,4,4,1
10,59,8.0,0,4.39,3.62,4,4,1
11,59,8.0,1,2.83,3.15,4,4,1
11,61,8.0,0,3.71,0.0,4,4,1
10,59,-1.0,0,2.66,2.77,4,4,1
13,58,8.0,0,4.19,3.23,4,4,1
11,73,-1.0,0,4.24,3.69,4,4,1
13,57,8.0,0,3.64,3.0,4,4,1
12,58,8.0,0,4.36,2.62,4,4,1
10,58,8.0,0,3.97,3.0,4,4,1
10,59,-1.0,0,3.39,1.0,4,4,1
10,58,8.0,0,4.27,2.92,4,4,1
11,59,8.0,0,4.45,3.08,4,4,1
11,58,9.0,0,4.48,3.38,4,4,1
10,57,8.0,0,3.26,3.31,4,4,1
10,57,8.0,0,4.24,2.69,4,4,1
10,58,8.0,0,3.46,2.77,4,4,1
11,58,6.0,0,3.01,3.0,4,4,1
12,57,6.0,0,3.85,3.92,4,4,1
10,57,8.0,0,3.11,3.38,4,4,1
11,56,8.0,0,4.45,3.54,4,4,1
12,55,6.0,0,4.04,3.23,4,4,1
11,51,8.0,0,3.7,3.0,4,4,1
15,50,6.0,0,3.14,2.92,8,4,1
10,56,-1.0,0,4.5,4.0,4,4,1
10,57,6.0,0,4.29,2.69,4,4,1
13,55,8.0,0,3.33,2.92,4,4,1
10,57,8.0,0,3.57,2.92,4,4,1
10,56,6.0,0,4.17,3.38,4,4,1
10,55,8.0,0,3.41,3.15,4,4,1
12,49,8.0,0,3.35,0.0,4,4,1
13,49,8.0,0,3.74,3.23,4,4,1
10,55,8.0,0,2.29,4.0,4,4,1
10,54,6.0,0,3.14,3.0,4,4,1
10,54,8.0,0,4.0,3.0,4,4,1
10,54,8.0,1,3.41,3.0,4,4,1
10,54,-1.0,0,3.56,3.08,4,4,1
11,54,6.0,0,4.36,3.0,4,4,1
10,54,8.0,0,2.92,3.15,4,4,1
